0,1,2
2020-04-18 22:57:35+00:00,This is horrible! This guy was brutally beaten by a group of people on the accusation of having link with #NizamuddinMarkaz and spreading #Covid_19 in India. @Uppolice @dgpup @DelhiPolice please look into this matter. #CoronavirusPandemic 1/3 https://twitter.com/imMAK02/status/1247106588713701376/video/1,ghori_raziq
2020-04-18 22:57:21+00:00,"@BDUTT , U r doing a Yeomans work in this #covidindia #lockdownindia getting true stories that have impacted life &amp; lives in the times of virus &amp; virulent behaviour of powers that be... Barkha bahr ayi... @editorsguildind",cyborgbob
2020-04-18 22:57:19+00:00,"@MajorPoonia @Swamy39 Present time Ability of different countries to test covid-19 in a week,.. France : 10000 UK : 16000 USA : 26000 Germany : 42000 Italy : 52000 India : 70000 Rt coz nobody gonna tell u this abt amazing work modi govt is doing.",AJITHURA
2020-04-18 22:57:02+00:00,"Covid hasn’t gone viral in India yet, but some in the world &amp; at home ca... https://youtu.be/CCSsbRee_sU via @YouTube",kainkareswar
2020-04-18 22:56:48+00:00,"Pandemic Is a Portal: Arundhati Roy on COVID-19 in #India, Imagining Another World &amp; Fighting for It. #coronavirusinindia #COVID https://www.democracynow.org/2020/4/16/arundhati_roy_coronavirus_india via @democracynow",KashScientist
2020-04-18 22:56:32+00:00,The motive is to tell people the truth. Something that YOU are motivated to hide. Because YOU and your toxic paymasters have orchestrated the #TablighiJamatVirus to spread the #Covid_19 across the nation.,vishnuguptuvach
2020-04-18 22:55:53+00:00,Source: Our World in Data. Growth of the #pandemic #worldwide #Covid_19 #Brazil #Turkey #Belarus #India ,edlorenz91
2020-04-18 22:55:00+00:00,Doctor dies after taking anti-malarial drug hydroxychloroquine as a prevention against coronavirus...... #Assam #India #CoronavirusOutbreak #CoronavirusIndia #COVID #COVID19 #COVID2019 #COVID2019india #CoronavirusPandemic #COVIDー19 #Covid_19,TPE_connect
2020-04-18 22:54:40+00:00,#COVID #COVIDIOT #FloridaMorons #TabhleegiJamaat #TablighiJamatVirus #India #Pakistani,MuqtedarKhan
2020-04-18 22:52:48+00:00,India blames Pakistan. America blames China... Why? because India &amp; America both failed against COVID-19. ,Khan57425818
2020-04-18 22:52:32+00:00,"@mozillareps @mozilla @SUMO_Mozilla any plans to take up COVID - 19 data breach issue in Kerala, India. People are confused about the data breech. Why can't Mozilla give its analysis on the same, so that we can know the truth above politics and personal gain. #databreach #mozilla",aiyankovil
2020-04-18 22:52:21+00:00,"India has had only 350 Corona Virus deaths with a population of 1.3 billion residents. After heeding President Trump's advice in March, India began recommending and subsequently administering Hydroxychloroquine to its citizens diagnosed with Covid-19. ",SealeTeam1
2020-04-18 22:51:50+00:00,"Doors of justice being closed for the poor, questions on confidentiality: Lawyers on the Supreme Court's video conferencing hearings https://www.barandbench.com/columns/from-doors-of-justice-being-closed-for-poor-to-questions-on-confidentiality-lawyers-weigh-in-on-scs-hearings-via-videoconferencing #Supreme Court of India #Video Conferencing #COVID-19 #Coronavirus lockdown #Supreme Court lawyers",sathyaccl5206
2020-04-18 22:50:51+00:00,Curhat WNI di India: Tak Mengalami Gejala Covid-19 Tapi Khairul Diberi Obat-obatan Dosis Tinggi https://m.tribunnews.com/corona/2020/04/19/curhat-wni-di-india-tak-mengalami-gejala-covid-19-tapi-khairul-diberi-obat-obatan-dosis-tinggi via @tribunnews,tribunnews
2020-04-18 22:50:47+00:00,You have got to be kidding why not ask India. Check and see if funding for the Wuhan facility in 2015 was gates? Funny how the funding was for the Covid-17 and 19 viruses. Never Gates. He still has to answer why his name appeared several times on Epstein flight manifest!,JohnGawlik1
2020-04-18 22:50:32+00:00,Pubg mobile | Season 12|Conqueror | top 100 Asia | #PUBGM #pubgmobile #pubg #PUBG_MOBILE #India #trendingtopic #conqueror #gameplay #gamers #COVID #Quarantine #gamewarrior YouTube:,GameWarriorMBKB
2020-04-18 22:50:16+00:00,This is a small stress reliver activity which will take very less time of yours and make you feel relaxed! Dm for details. #Mentalhealth #covidindia #COVID #MentalhealthduringCovid19,bableen_vij
2020-04-18 22:50:14+00:00,@BabitaPhogat Start asking question to Govt. Stand with common people. Stop Religious Hate. #India #CongressGetBackToWork #COVID,Persis_25
2020-04-18 22:50:00+00:00,"From delivering mails to Covid-19 kits, India Post turns lifesaver https://www.livemint.com/news/india/from-delivering-mails-to-covid-19-kits-india-post-turns-lifesaver-11587118109701.html via NaMo App",bhavahyuktah
2020-04-18 22:49:10+00:00,COVID-19 pandemic exposes India's 'hatred' of Muslims ,peterdebruijn
2020-04-18 22:48:38+00:00,UN Chief Guterres Salutes India for Helping Others in Fight Against Covid-19 ,ypmadhu
2020-04-18 22:48:23+00:00,Dr @Swamy39 ji 'High mark of friendship': Kazakh President thanks India for medical supplies to combat COVID-19 ,i_amdinesh
2020-04-18 22:47:39+00:00,@narendramodi Our Sikh brothers are getting attacked in Afghanistan since CAA has already been passed i plead your administration to give citizenship to the sikhs who want to come back to India. I understand the situation in our country is not great Covid-19 but we are,nimishagandhi
2020-04-18 22:47:11+00:00,"Coronavirus India Updates : Total Covid -19 cases rise to 7,529 – TV9 https://kencodify.com/2020/04/18/coronavirus-india-updates-total-covid-19-cases-rise-to-7529-tv9/",KenCodify
2020-04-18 22:46:51+00:00,"covid-19: Covid-19 count crosses 15,000, toll over 500; rise in non-Tablighi Jamaat cases in Delhi | India News ",Newslin07952424
2020-04-18 22:46:44+00:00,@RajatSharmaLive @indiatvnews par @DelhiPolice @MumbaiPolice FIR karegi ?? @DGPMaharashtra @OfficeofUT @asadowaisi @Imamofpeace @BBCHindi @saurabhtop @PIB_India @PJkanojia @Dr_Uditraj @hafizgandhi @digvijaya_28 @AjazkhanActor #AjazKhanArrested #KangnaRanaut #COVID @noidapolice,zeee1zeee
2020-04-18 22:45:46+00:00,Never Mess With An INDIAN This story has a moral. #كورونا #خلك_في_البيت #COVID #India #NMCHealth #Oman #UAE @HHShkMohd @HSBC @Bank_Nizwa @bankmuscat,alzainachain
2020-04-18 22:45:05+00:00,#Healthcare professionals have been at the forefront of the battle against #COVID-19. It is important that the @MoHFW_INDIA provides them with proper personal protection equipment. Sign now https://bit.ly/2xHcRSi @jhatkaadotorg,kanswalsr
2020-04-18 22:43:52+00:00,Coronavirus Update: UAE gets 5.5 million hydroxychloroquine pills from India – #PM CARES FOR YOU https://pmfund.in/coronavirus-update-uae-gets-5-5-million-hydroxychloroquine-pills-from-india/ via @pmcares4u #UAEIndia #Indiasupport #pmsupport #PMCARES #ThankYouBTS #CoronaVirusUpdate #COVID #uaeu #UAENationalAnthem #India,pmcares4u
2020-04-18 22:43:34+00:00,But In India most people bleming Muslims for covid 19 n also boycotting them ,Reshma85140
2020-04-18 22:42:48+00:00,Tourist wrote I am sorry 500 times for violation of lockdown in #India #HyderabadLockdown #Hyderabad #Delhi #Telangana #COVID #CoronaVirusUpdate #Covid19India,AdnanMadani7
2020-04-18 22:41:55+00:00,ये रहा वो वीडियो #Mumbai #moblynching #COVID #Covid_19 #covidindia https://twitter.com/pokershash/status/1251452345994510336?s=19,bulla1008
2020-04-18 22:41:14+00:00,"covid-19: Covid-19 count crosses 15,000, toll over 500; rise in non-Tablighi Jamaat cases in Delhi | India News ",republicpostin
2020-04-18 22:39:39+00:00,"Kita lupakan saja puak PH low class itu. Rakyat nak Menteri WP bt walkabout selepas krisis Covid-19 ini. Teroka tmpt2 menarik utk Peniaga2 melayu, cina &amp; india. Namakan Bazaar TAR 2, Petaling Street 2 &amp; Little India 2. Biar kita maju bersama. Berpolitik berlebihan pun tak guna.",mn202016712972
2020-04-18 22:39:23+00:00,"Featuring India's most revered cricketers such as Virat Kohli and Sachin Tendulkar, the BCCI has created a new video to promote wearing masks in public places and help the country battle the COVID-19 pandemic. https://bit.ly/2KirIps",NR_abuaimal
2020-04-18 22:39:07+00:00,#COVID #lockdown #India #IndiaFightsCorona #Delivery #pondicherry #covidindia #CoronaUpdatesInIndia,SimperyI
2020-04-18 22:38:53+00:00,"Sir this treatment can be adopted on any patient for Covid-19 below is the plan used India...and it's very effective...am a nurse, I also schooled there as well...if Nigeria dont want to tell what they use in the treatment, this drugs therapy works for sure. ",vivian_chommy
2020-04-18 22:38:32+00:00,"SARS-CoV-2 virus, Covid-19 disease epidemic pandemic. India under Lockdown/s. No choice. But .. .. what about Migrants Management?, how to manage? Idea: Make a website + an app where janata janaardan can inform real time on pockets where ppl stranded. Nearby folks get informed.",SlenderStarts
2020-04-18 22:38:13+00:00,India`s mortality rate due to coronavirus COVID-19 around 3.3%; 83% death cases have comorbidities https://postofasia.com/indias-mortality-charge-because-of-coronavirus-covid-19-round-3-3-83-dying-circumstances-have-comorbidities/,post_asia
2020-04-18 22:38:12+00:00,For last 5 yr BJP was ruling Maharashtra and still “bad healthcare” lets get beyond petty politics and fight #COVID together all across india,DeshBanao
2020-04-18 22:37:48+00:00,"#COVID-19: 26 Navy personnel test positive as India records over 2,100 new cases, death toll nears 500 (Seems to be a spurt after earlier signs of flattening, with new 'hub"" in navy) #coronavirusindia",madversity
2020-04-18 22:37:37+00:00,ÍNDIA ARRASTA CHINA A TRIBUNAL INTERNACIONAL* e pede indenização de U$20 trilhões por danos causados pelo Covid 19 e convida americanos afetados para se tornarem parte da ação coletiva. #ChinaMustPay,CortopassiKiki
2020-04-18 22:36:00+00:00,BBC News - India coronavirus: The underpaid and unprotected women leading the Covid-19 war https://www.bbc.co.uk/news/world-asia-india-52279025 @narendramodi,UCL_BPRS
2020-04-18 22:35:50+00:00,"Dr Saab, why are you siding with China influenced lobby ..? Our national interests and Covid guidelines must align .. Indian govt must look cohesive. Is France the right choice @DrSJaishankar ?",dpsisi
2020-04-18 22:35:35+00:00,Request to you provide Rs 10 Lakhs loan @11% pa for 10 years. Post covid 19 we people of India look at your site we people of India support each and every level now its your turn you give return fruit general comman man. I hope you considered my request bottom of heart and,Pankajj58839877
2020-04-18 22:34:03+00:00,"Well President Trump just said in a news conference he would send some, let's hope he was serious. Don't like to admit it but if Covid-19 gets bad in Africa, need aid from China, India, Europe &amp; Americas - just hope they are all doing well enough to help.",ianmclean4444
2020-04-18 22:33:42+00:00,"To avoid hostile takeovers amid COVID-19, India mandates approvals on Chinese investments ",KinturSanghvi
2020-04-18 22:33:04+00:00,Arundhati Roy || Modi Govt Using Coronavirus For Muslim Genocide #ArundhatiRoy #Modi #Muslims #MuslimsGenocide #MuslimsSpreadingCorona #COVID #CoronaUpdatesInIndia #covidindia #coronavirus #Covid_19 #Trending #India https://www.youtube.com/watch?v=MbHz4_fObNg,Telugudaily247
2020-04-18 22:32:46+00:00,"Coronavirus India Situation Update, COVID-19 News: Health Ministry Lav Aggarwal and ICMR Press Conference Today Latest News | 45 जिलों में पिछले 14 दिन से कोरोना का नया केस नहीं, देश के 14 हजार से ज्यादा मामलों में से 30% केस… https://newsattend.com/coronavirus-india-situation-update-covid-19-news-health-ministry-lav-aggarwal-and-icmr-press-conference-today-latest-news-45-%e0%a4%9c%e0%a4%bf%e0%a4%b2%e0%a5%8b%e0%a4%82-%e0%a4%ae%e0%a5%87/",TargetPossible
2020-04-18 22:32:11+00:00,South Korea did some awesome work with their response to fight #Covid_19 No wonder Hyundai India too would be engaged in some excellent result producing initiatives. Best wishes to the entire team ,LazyTourer
2020-04-18 22:32:02+00:00,"To avoid hostile takeovers amid COVID-19, India mandates approvals on Chinese investments – TechCrunch https://buff.ly/2ytH5bC #investments",Danijel49195594
2020-04-18 22:31:25+00:00,"@ReallySwara pathetic &amp; hypocrit collecting false gathering database of temples b4 #COVID world know the difference btwn devotees &amp; #jahiljamati who spit, harrass female medical staff, stone pelting and hiding to spread virus in India so stop spitting you frustrated jobeless lady ",vipulsbarot
2020-04-18 22:30:51+00:00,This DW interview of ⁦@aroybot⁩ is a must for anyone interested in #India. Her analysis of how Muslims are treated in India is very troubling. #COVID #covidindia #COVID19Pakistan https://amp.dw.com/en/indias-treatment-of-muslims-amid-coronavirus-is-almost-genocidal-activist-arundhati-roy-claims/a-53167812?__twitter_impression=true,covid_19Up
2020-04-18 22:30:28+00:00,"An Onion piece! So, apparitions and dreams are now gonna cure COVID-19 patients in India! https://twitter.com/dramadhikari/status/1251571546327375872",nsnadeemsarwar
2020-04-18 22:30:24+00:00,"Proud to see India’s flag on ther Matterhorn. However, India is among other countries whose flags are being projected onto this mountain to show solidarity on COVID. Nothing to do with our PM “winning hearts”. ",RohitBJP
2020-04-18 22:30:12+00:00,Llegan tabletas de hidroxicloroquina donadas por India para tratar el COVID-19 https://precision.com.do/llegan-tabletas-de-hidroxicloroquina-donadas-por-india-para-tratar-el-covid-19/ via @Redacción Precisión,precisionportal
2020-04-18 22:30:11+00:00,Since common sense be so dreadfully uncommon Advisory against spraying of disinfectant on people for COVID-19 management by @MoHFW_INDIA #JustInCase #NowYouKnow https://mohfw.gov.in/pdf/AdvisoryagainstsprayingofdisinfectantonpeopleforCOVID19managementFinal.pdf,WordyWeasel
2020-04-18 22:30:01+00:00,"Total COVID-19 tests performed in India: 335123. 15,722 cases, of those 1,370 today; 521 deaths, of those 35 today.",COVID19_bot
2020-04-18 22:29:55+00:00,India reporta 991 nuevos casos de Covid-19 elevándose la cifra total a 14.378 casos y 480 el total de fallecidos,2RADl0
2020-04-18 22:29:20+00:00,Na Índia nasceram um casal de gêmeos e os pais batizaram eles de Corona e Covid. https://borgeshugo.blogspot.com/2020/04/os-pais-queriam-nomes-memoraveis.html,HugoBor73884636
2020-04-18 22:29:03+00:00,Cuba and China will be assisting South Africa. China assisted with the supply of goods. India has created support to get medication. 180 Cuban doctors are expected in SA. SA is taking a preventative approach this the importance of Cuban doctors who are strong on PHC #Covid_19,AuxAfrica
2020-04-18 22:28:33+00:00,Chinese threat amid Covid impact: Why India changed FDI rules ,dreamideaz
2020-04-18 22:28:07+00:00,"World is praising Bharat not india( bcz only our efforts counts not the son's of #TabligiJamaat ) that effectively control the outbreak of covid 19, as compared to superpower of world, but we can understand ke mulle ki daud mazid taq, it's not your fault ,",mannandalley
2020-04-18 22:28:05+00:00,"Coronavirus India Situation Update, COVID-19 News: Health Ministry Lav Aggarwal and ICMR Press Conference Today Latest News | 45 जिलों में पिछले 14 दिन से कोरोना का नया केस नहीं, देश के 14 हजार से ज्यादा मामलों में से 30% केस निजामुद्दीन मरकज की वजह से ",TheBattlePool
2020-04-18 22:27:29+00:00,"TQF(Hyderabad, India) and CCAS(Canada) took the pledge to feed 1,000 Indian families during this tough times. #Covid_19 #covidration #IndiaFightsCoronavirus #HyderabadLockdown @shoebmohsho @SamiOwais2 @Luqmanhussaini @MouzzamMohammad @mohdAbdulJabba1",SaifullahINDIA
2020-04-18 22:26:13+00:00,#India #Russia #iran #japan All figures they announce are fake #COVID ,Surveys_TR
2020-04-18 22:26:12+00:00,"To avoid hostile takeovers amid COVID-19, India mandates approvals on Chinese investments – TechCrunch ",EricPaulDennis
2020-04-18 22:26:05+00:00,"@BCCI @TOIIndiaNews #TeamMaskForce #TeamIndia #MaskIndia Our Honourable P.M Modiji's Baal Sena warrior,Kiara is proudly supporting India's Favourite Cricketer's 'Mask Force League ' In this video she shows how to make a Mask and how can one wear and be safe from COVID-19 ",KiaraMittal13
2020-04-18 22:24:36+00:00,65 Percent of U.S. Adults Say Donald Trump Was Too Slow to Respond to COVID-19 Outbreak: Poll Too slow!?!? ⁦@realDonaldTrump⁩ He had 4 campaign rallies and a trip to India in Feb The reports only came out late Dec And Diamond and Silk advise him. ,marzshadow
2020-04-18 22:24:18+00:00,"Covid-19: Decoding the low death rate in India, writes Karan Thapar - columns - Hindustan Times https://. COVID -19 will be stopped as the heavy rain in Delhi and calcutta. So the coronavirous will be destroyed for ever. It's necessary. So the death rate will come down. Kits are",aloked54
2020-04-18 22:24:16+00:00,"@RahulGandhi ji, Government accepted your decision and make it in action. Bas wo February wali baat maan lete to shayad aaj itna sab bhi na dekhte. #Covid_19 #COVID #India #IndiaCheckmatesChina",Er_KadirAMalik
2020-04-18 22:24:05+00:00,"Ini yg jamaa tabligh itu kah, mbak? Kok yg di Malaysia, Jakarta, India sama, apa memang ada ""paket covid yang dibungkus ijtima/tabligh""? I really wonder since it is a massive international organization yg anggotanya banyak yg bebal dan tidak Islami, tdk patuh aturan &amp; hadist.",Sarah__PhD
