0,1,2
2020-04-18 23:47:32+00:00,*ÍNDIA ARRASTA CHINA A TRIBUNAL INTERNACIONAL* e pede indenização de U$20 trilhões por danos causados pelo Covid 19 e convida americanos afetados para se tornarem parte da ação coletiva. ,MarcobJesus1980
2020-04-18 23:47:26+00:00,Thank you #TablighiJamaat #TablighiJamat @indiatvnews @WIONews @palkisu @RajatSharmaLive @sudhirchaudhary @ZeeNews #COVID #IndiaFightsCoronavirus #India ,amitverma08
2020-04-18 23:47:00+00:00,Científicos indios prueban vacuna contra lepra para tratar Covid-19 https://elitediario.com/cientificos-indios-prueban-vacuna-contra-lepra-para-tratar-covid-19/ #Cientiificos #India #prueba #vacuna #lepra #Covid19 #coronavirus #pandemia #lucha #cientificos #investigacion #contagios #RahulGandhi #oportunidad #OMS #YoMeQuedoEnCasa #QuedateEnCasa,elitediario
2020-04-18 23:46:20+00:00,"Covid 19 india Updates : Confirm Cases : 15,722 Active Cases : 12,738 Recovered : 2,463 Deceased : 521 Most number of Cases grow in last 24 hours in Maharashtra &amp; Gujrat state That is Mah = 328 Guj = 277.",Houseofrahul
2020-04-18 23:45:54+00:00,India’s COVID-19 brutality on Muslims Exposed ,Muqarra86279256
2020-04-18 23:44:51+00:00,"The Canadian government quietly secured a deal with India last week for five million capsules of hydroxychloroquine, a drug that U.S. President Donald Trump has unfoundedly touted as a remedy for COVID-19 #V4NSTAR",V4NSTAR
2020-04-18 23:44:12+00:00,Alcohol a hindrance to fight against COVID-19: S African prez Outlook India http://twib.in/l/y44AdAx4nyob via @theafricamentor #africa #entrepreneur,TheAfricaMentor
2020-04-18 23:42:38+00:00,Científicos de la India prueban una vacuna contra la lepra para tratar el covid-19 - RT ,GerardoPrezCal2
2020-04-18 23:42:22+00:00,"Two more COVID-19 positive cases in Andaman; Total 14 cases, only 3 active – United News of India ",tcb_magazine
2020-04-18 23:41:20+00:00,Tailored video...she was stating India's 1st confirmed case on feb n tn's confirmed 1st covid case by march...idk Why dere is a urge to misguide wid false vids n escalate such trivial errors,Ananthnataraj
2020-04-18 23:40:55+00:00,RD recibe 200 mil tabletas de hidroxicloroquina donadas por India para tratar COVID-19 ,INFORMADOR_RD
2020-04-18 23:40:08+00:00,"Jika Said Iqbal memaksakan demo dgn mengerahkan puluhan ribu pekrja, saya berpesan kpd pemerintah dan penegak hukum; ambil data lengkap peserta demo dan jika ada peserta demo bbrp wakty kemudian terpapar COVID-19, tangkap Said Iqbal dan terapkan hukuman seperti di India.",ferisaragi1
2020-04-18 23:40:06+00:00,कोरोना संकट से जूझ रहे लोगों को बचाने के लिए देश के सभी तकनीकी संस्थान युद्ध स्तर पर काम कर रहे हैं। #COVID19Pandemic @WHO @MoHFW_INDIA #CoronavirusLockdown #Covid_19,ShaikhAbulhasan
2020-04-18 23:39:35+00:00,"I'm on your side, but we have 22.5% of REPORTED COVID deaths. I don't believe many international statistics. There is no way that Bangladesh has 21 deaths, India has 226 (population 1.3 million), Russia has 76 (right Vald..), Indonesia has 280.",numbers_truth
2020-04-18 23:39:25+00:00,Llega al país medicamento donado por la India para combatir Covid-19 Medicamento fue gestionado por la Cancillería dominicana https://presenciadigitalrd.net/en/370-llega-al-pais-medicamento-donado-por-la-india-para-combatir-covid-19.html,PresenciadigRD
2020-04-18 23:38:54+00:00,"el desastre se cierne sobre america ,india y africa, no estamos ni viendo el comienzo del tunel",tazdali111
2020-04-18 23:38:17+00:00,"4hhhgggggtggggWalmart, Flipkart and Walmart Foundation Provide INR 460 Million of Support to India’s COVID-19 Fight ",RobertJasonLang
2020-04-18 23:38:04+00:00,Coronavirus in India: How cops are fighting Covid-19 surge in ranks - https://trendingatoz.com/?p=47229,TrendingAtoZ
2020-04-18 23:37:59+00:00,कोरोना संकट से जूझ रहे लोगों को बचाने के लिए देश के सभी तकनीकी संस्थान युद्ध स्तर पर काम कर रहे हैं। #COVID19Pandemic @WHO @MoHFW_INDIA #CoronavirusLockdown #Covid_19 https://www.amarujala.com/india-news/niv-pune-started-testing-indian-scientists-working-hard-for-covid-19-vaccine,AmarUjalaNews
2020-04-18 23:37:45+00:00,Give them apples and they'll make a lemonade out of it. It's India #COVID #COVID2019india,4ever_Ashu
2020-04-18 23:37:18+00:00,"Covid 19 vaccines, Even if it is found in modern medicines,longer time required to complete trials.India to prioritize its research on 5000 years old TIM-Traditional Indian Medicine AYUSH to handle pandemic @narendramodi_in @narendramodi @PMOIndia @DrHVoffice @moayush @ICMRDELHI",ElumalaiDhanda1
2020-04-18 23:37:08+00:00,"COVID-19 and Muslims in India. UNO, Human rights watch, amnesty international and rest of world shouldn’t close eyes on Muslim and minorities Genocide in India. Watch views of Outspoken Indian journalist Arundhati Roy, her concerns are valid. ",IftkharMirza
2020-04-18 23:36:42+00:00,"This happened in Afzalgarh, UP. Mohammad Fazil, 20yo, was stopped by a group of people, they asked his name and started abusing him,thrashed him with Iron rods. This happening because Media blamed Muslims for #Covid_19 in India. @Uppolice @bijnorpolice @dgpup",MedicalTalat
2020-04-18 23:35:49+00:00,Coronavirus in India: How cops are fighting Covid-19 surge in ranks ,ApnaSmartphone
2020-04-18 23:35:28+00:00,"Switzerland’s Matterhorn lit up with Indian flag to show solidarity against Covid-19. India believes in ""वसुधैव कुटुम्बकम्"" (""the world is one family"") and therefore working towards Humanity! ",profgrsinha
2020-04-18 23:34:54+00:00,"#WorldLiverDay #liver की शरीर के पाचन तंत्र में महत्वपूर्ण भूमिका है।हम जो भी सेवन करते हैं, वह सभी लिवर से होकर गुजरता है। स्वस्थ जीवन शैली अपनाएं, लिवर को स्वस्थ बनाएं। स्वस्थ व संतुलित आहार का उपयोग करें। #Immunity बढ़ाएं #COVID भगाएं। @MoHFW_INDIA ",drharshvardhan
2020-04-18 23:34:52+00:00,"Sir request you to please open international travel as Indians (elders,students,families etc)outside are finding it difficult to survive without money,visa extension.There are Indians outside of India as well.More than covid ,now this travel ban is causing panic sir.",MeghanaRD
2020-04-18 23:34:17+00:00,#hydroxychloroquine #qanon #covid #coronavirus #socialdistancing #adrenochrome #thegreatawakening #quarantine #trump #lockdown #india #corona #vaccines #stayhome #narendramodi #nyc #medicine,The_DailyReport
2020-04-18 23:33:05+00:00,"COVID-19 pandemic is a universal challenge, says Cons Gen of India, Toronto: https://bit.ly/2VmTPdr; @IndiainToronto; @covid19indiaorg",abajaj033
2020-04-18 23:32:54+00:00,Cancillería anuncia llegada de 200 mil tabletas de hidroxicloroquina donadas por India para tratamiento del COVID-19 ,hugofrivera
2020-04-18 23:32:15+00:00,"Tech | To avoid hostile takeovers amid COVID-19, India mandates approvals on Chinese investments ",Propane_Digital
2020-04-18 23:31:12+00:00,"Samsung India Pledges Rs. 20 crores for COVID-19 Relief Efforts, Majority to PM CARES Fund ",mahfooz_siet
2020-04-18 23:30:43+00:00,Dr @Swamy39 What India’s Covid-19 fight means for its nuclear strategy - The Sunday Guardian Live https://www.sundayguardianlive.com/opinion/indias-covid-19-fight-means-nuclear-strategy#.XpuNi4HNrgs.twitter @jagdishshetty,ArtiSharma001
2020-04-18 23:30:15+00:00,"https://blogs.scientificamerican.com/observations/covid-19-patients-need-to-be-tested-for-bacteria-and-fungi-not-just-the-coronavirus/ Metagenomjc detection of bacteria, archaea and fungi becomes critical in the ongoing pandemic onslaught #COVID #IndiaFightsCOVID19 #metasubindia @metasub",Metasub_India
2020-04-18 23:30:08+00:00,"Facebook's ""Corona Surviors"" group is full of cases where multiple members of family are infected with Corona. India is doing much better. It has a full quarantine for covid positive cases. And highly suspected ppl are proactively isolate in common facilities.",umeshprasad
2020-04-18 23:29:11+00:00,"If you could end COVID-19 by sacrificing a part of india, which state/City would you chose and why Wuhan?",jignesh_wasan
2020-04-18 23:28:24+00:00,"Países con más casos de coronavirus (COVID-19) superior a los 10 mil. 2/2 31,589 Países Bajos 27,202 Suiza 19,685 Portugal 14,758 Irlanda 14,676 India 14,637 Austria 14,420 Perú 13,822 Suecia 13,265 Israel 10,653 Corea del Sur 10,181 Japón ",RochexRB27
2020-04-18 23:28:13+00:00,Highest spike in a day ..sad 2154+ totalling to 16365 #COVID #COVID2019india #COVIDー19 #Covid_19 #covidindia #IndiaFightsCorona #IndiaFightsCoronavirus #CoronavirusOutbreak #Covid19India #nCoV2019 #NovelCoronavirus #ICMR https://twitter.com/menakadoshi/status/1251554892923179010,istole_cookies
2020-04-18 23:27:42+00:00,Simply Hilarious & Monumental! #Switzerland’s most famous Matterhorn mountain (@zermatt_tourism) lit up with the Indian Tri colour to Express &amp; Inspires Solidarity to all in the fight against Covid-19! ‘Truly a Symbol of Hope &amp; Friendship from Himalayas to Alps!’ #India ,tushar_khilani
2020-04-18 23:26:54+00:00,India covid is a ticking time bomb waiting for explode,leongend
2020-04-18 23:26:08+00:00,"India is supplying medicines to more than 53 countries during #COVID pandemic ,how to demonize it without a proof. Get bite from known India hater author to discredit it. ",luckyfresh
2020-04-18 23:25:29+00:00,"Walmart, Flipkart and Walmart Foundation provide INR 460 million of support to India’s COVID-19 Fight https://nrinews24x7.com/walmart-flipkart-and-walmart-foundation-provide-inr-460-million-of-support-to-indias-covid-19-fight/",TGIN_News
2020-04-18 23:25:00+00:00,Kerala Institute develops $13 testing kit that can confirm coronavirus in 2 hrs.... #Kerala #TestKits #India #CoronavirusIndia #Coronavirus #CoronavirusPandemic #COVID #COVID19 #COVID2019 #Covid_19 #COVIDー19 #CoronavirusOutbreak,TPE_connect
2020-04-18 23:24:03+00:00,"To avoid hostile takeovers amid COVID-19, India mandates approvals on Chinese investments https://techcrunch.com/2020/04/18/to-avoid-hostile-takeovers-amid-covid-19-india-mandates-approvals-on-chinese-investments/?utm_source=dlvr.it&amp;utm_medium=twitter",peeterdog
2020-04-18 23:23:34+00:00,#unplannedlockdown #SocialDistancing #ModiGovtFailsIndia #ModiMadeDisaster #covidindia ,mubeenahmed1501
2020-04-18 23:22:01+00:00,"Can anyone please explain ""What is Islamophobic..?"" #MeraBharatMahaan #COVID #Islamophobic #India",mayankdpathak
2020-04-18 23:20:30+00:00,"#MeraBharatMahaan a poem of hope, courage, gratitude for India and the world... #IndiaFightsCorona #StayHomeStaySafe #COVID #MeraBharatMahan @TheJohnAbraham @zmilap @HemantSorenJMM @CMOMaharashtra @JharkhandCMO @ArvindKejriwal @BeingSalmanKhan @ayushmannk",mdmoinulhaq1998
2020-04-18 23:19:42+00:00,Together we will win this battle against Pandemic COVID-19 Medical Emergency... #KnowCorona #NoCorona @ACTF_India @CallDocApp @kvjhaofficial,DentalDsai
2020-04-18 23:19:16+00:00,#CDNFindeSemana Llegan a RD 200 mil tabletas de hidroxicloroquina donadas por India para tratamiento Covid-19 #CDN,CDN37
2020-04-18 23:18:51+00:00,"जरूर सुनिये इस #Bihar पुलिस भाई के संदेश को इस ज्यादा अच्छा कोई समय नहीं है, घर पे रह के माँ-पिता, बूढ़े बुजुर्ग सब का सेवा करने का। #Police मत समझिये, आपका भाई है समाज का। यह ज़ंग हम सब एक साथ जितेंगे नमन करता हूँ ऐसे पुलिस भाई को #BiharFightsCorona #India #COVID ",ThinknThought
2020-04-18 23:18:07+00:00,Coronavirus in India: How cops are fighting Covid-19 surge in ranks ,Rohitku41832481
2020-04-18 23:16:13+00:00,Komisi I Sesalkan Adanya Tuduhan Warga Muslim Menyebarkan Covid-19 di India - http://VOA-ISLAM.COM,voaislam
2020-04-18 23:16:10+00:00,We support India's 'proactive' COVID-19 response: IMF https://www.livemint.com/news/world/we-support-india-s-proactive-covid-19-response-imf-11586996509718.html via NaMo App,kin_pit
2020-04-18 23:15:42+00:00,RD recibe 200 mil tabletas de hidroxicloroquina donadas por India para tratar COVID-19 http://www.masnoticias.com.do/2020/04/18/rd-recibe-200-mil-tabletas-de-hidroxicloroquina-donadas-por-india-para-tratar-covid-19/,masnoticias_rd
2020-04-18 23:14:51+00:00,"How times change!!! BEFORE: Coughing & sneezing invoked Sympathy from all. NOW: Invokes dirty looks, public ire, rage and even mob lynching!! #COVID #covidindia #change #newperspective",VishantChettri
2020-04-18 23:14:39+00:00,Negara2 Teluk menampung jutaan #warga India yg beberapa di antaranya terinfeksi #COVID__19 dirawat scara gratis tanpa memandang keyakinan mereka sementara geng #Hindutva #Teroris melakukan kejahatan trhadap warga negara #Muslims *Dunia Damai tanpa Rasisme http://m.voa-islam.com/news/world-news/2020/04/18/71239/ulama-saudi-serukan-pengusiran-ekstrimis-hindu-penyebar-kebencian-terhadap-islam-dari-teluk/,MMargani5
2020-04-18 23:14:23+00:00,"COVID-19: India’s tally mounts to 14,792, 488 fatalities; 3.72L samples tested by ICMR ",dailymailindia
2020-04-18 23:14:14+00:00,@PrannoyRoyNDTV #Khanado #Netaji_Nafrat_Nehi_Chaye #Haam_saab_Bhartiyohai #Khana_Khayega_india_tabhito_Aage_Barega_india #Covid_19india ,mdsami082
2020-04-18 23:13:51+00:00,"Hav ben listening since childhood, India sends Flood frm India and othr Crises to close its borders, nw the same has started within Pakistan. Federal Govt of PTI is sending out Pandemic to Sindh to devastate Sindh Province. #COVID #PMImranKhan",KhylkKohistani
2020-04-18 23:13:51+00:00,"#IndiaCheckmatesChina Way to go Indian Gov!! China has a serious ""MORALITY"" issue: - NSG Scurity Council seat for India - Masood Azhar vs their own cynicism/ dealings of Uighur Muslims - Origins &amp; spread of COVID-19 - How can a country try &amp; thrive on human endangerment",myotexp
2020-04-18 23:13:30+00:00,"Agarrate a los gallumbo con India, eso va ser un empezar y nuca acabar ( como siempre los miserables serán los más perjudicados )",corazon_talia
2020-04-18 23:12:45+00:00,"अब बताओ भक्तो यह कौन सा मास्टर स्ट्रोक है । चाइना का बहिष्कार नहीं करोगे । पापा ने चुप रहने को बोला हैं । #Covid_19 test kits: On global search for supplies, India gets 6.5L kits from China - The Economic Times ",arey_bhai_chup
2020-04-18 23:11:33+00:00,Noticia | RD recibe 200 mil tabletas de hidroxicloroquina donadas por India para tratar COVID-19 ,aguajero_rd
2020-04-18 23:11:02+00:00,"Additionally, that was before the H1 vaccine. As far as we know, tens of millions of COVID-19 could have died already, and those numbers are being underreported, suppressed, or otherwise unknown because of authoritarian leaders in China, India, Russia, and elsewhere.",The_Cypherpunk
2020-04-18 23:11:00+00:00,"“We can only offer money, they are the ones who fight.” Ayushmann Khurrana pays a poetic tribute to the grit of India’s common man fighting Covid-19. @ayushmannk https://twitter.com/BrutIndia/status/1250036429360513025/video/1",v_shakthi
2020-04-18 23:10:40+00:00,RD recibe 200 mil tabletas de hidroxicloroquina donadas por la India para enfrentar #COVID-19.. https://despiertaelsur.com/rd-recibe-200-mil-tabletas-de-hidroxicloroquina-donadas-por-la-india-para-enfrentar-covid-19/,SurDespierta
2020-04-18 23:09:14+00:00,"बुलाती है, मगर जाने का नही. New Version @rahatindori #RahatIndori #Shayari #Video #Trending #TrendingVideo #BestVideo #SidharthShukla #SidHearts #SidNazz #BigBoss #SalmanKhan #BestShayari #India #Corona #Covid #Delhi",pard33pkumar
2020-04-18 23:08:57+00:00,"“Stop attacking doctors, save India.” #SalmanKhan @BeingSalmanKhan came down hard on “jokers” making a mockery of the country’s Covid-19 lockdown. ",v_shakthi
2020-04-18 23:08:38+00:00,I saw this coming in late March when I saw a Bloomberg article which said the US companies in China should move to India since it was low on Covid-19. This proves the Vovid-19 virus is US made with the help of other states including Israel!,siguemecuador
2020-04-18 23:08:32+00:00,RD recibe 200 mil tabletas de hidroxicloroquina donadas por la India para tratar COVID-19 http://dlvr.it/RV1z6G #NDigital,nuriapiera
2020-04-18 23:07:55+00:00,@rajnathsingh The saga of Lockdown By Rajnath Singh an editorial on India's success to combat the novel contagious #COVID is way to partial ! It is the tantamount effort of the entire nation to tackle the virus . Modi ji ko dheere se sara credit de diya #Ajazkhan #COVID ,ppraina444
2020-04-18 23:06:43+00:00,Mutation strain from India could kill current research efforts for #coronavirus #vaccine : report https://1n.pm/K2ZHB #FOXX #News #covi̇d19 #COVID19DE #Covid_19 #Covid,BeyondTheEye
2020-04-18 23:06:08+00:00,"Watch: Beyonce sings ‘When You Wish Upon a Star’, extends her thanks to healthcare workers helping fight COVID-19 – Times of India http://erocketnews.com/watch-beyonce-sings-when-you-wish-upon-a-star-extends-her-thanks-to-healthcare-workers-helping-fight-covid-19-times-of-india/",eRocketNews
2020-04-18 23:05:57+00:00,"4,000 Covid-19 cases linked to Jamaat, says govt. But India isn’t the only one - Hindustan Times...",newsnation_24
2020-04-18 23:04:54+00:00,"#COVID19 África Sudáfrica, Egipto, Marruecos y Algeria están reportando un ascenso importante de casos de Covid-19. Los últimos en reportar casos serán los más afectados. América Latina, India y África... Comentado en enero, objetivo primario de los poderes fácticos ",Finanzas_Times
2020-04-18 23:04:44+00:00,RD recibe 200 mil tabletas de hidroxicloroquina donadas por India para tratar COVID-19 - Más: https://brechero.com/2020/51434/rd-recibe-200-mil-tabletas-de-hidroxicloroquina-donadas-por-india-para-tratar-covid-19-fi18327705/coronavirus/diario-libre/,brecherobr
2020-04-18 23:04:23+00:00,"Watch: Beyonce sings ‘When You Wish Upon a Star’, extends her thanks to healthcare workers helping fight COVID-19 – Times of India ",services_ns
2020-04-18 23:04:23+00:00,Covid-19: No new case reported in last 14 days in 47 districts | India News – Times of India https://www.nsservices.in/covid-19-no-new-case-reported-in-last-14-days-in-47-districts-india-news-times-of-india/,services_ns
2020-04-18 23:04:12+00:00,Covid-19: No new case reported in last 14 days in 47 districts | India News – Times of India ,KhabarRepublic
2020-04-18 23:03:48+00:00,"Watch: Beyonce sings ‘When You Wish Upon a Star’, extends her thanks to healthcare workers helping fight COVID-19 – Times of India ",techuyharsh
2020-04-18 23:03:15+00:00,Covid-19: No new case reported in last 14 days in 47 districts | India News – Times of India ,ApnaSmartphone
2020-04-18 23:03:15+00:00,"Watch: Beyonce sings ‘When You Wish Upon a Star’, extends her thanks to healthcare workers helping fight COVID-19 – Times of India ",ApnaSmartphone
2020-04-18 23:03:00+00:00,21 Indian Navy sailors test positive for coronavirus at Mumbai base..... #IndianNavy #Mumbai #India #Coroanvirus #CoronavirusPandemic #COVID #COVID19 #COVID2019 #Covid_19 #COVIDー19 #CoronavirusOutbreak,TPE_connect
2020-04-18 23:02:44+00:00,"Pandemic Is a Portal: Arundhati Roy on COVID-19 in India, Imagining Anot... https://youtu.be/jwUKh3QsS8s via @YouTube",LeticiaCortez2
2020-04-18 23:02:36+00:00,"Watch: Beyonce sings ‘When You Wish Upon a Star’, extends her thanks to healthcare workers helping fight COVID-19 – Times of India ",Vsplusonline
2020-04-18 23:02:33+00:00,"New post (Watch: Beyonce sings 'When You Wish Upon a Star’, extends her thanks to healthcare workers helping fight COVID-19 - Times of India) has been published on ApzWeb - https://apzweb.com/watch-beyonce-sings-when-you-wish-upon-a-star-extends-her-thanks-to-healthcare-workers-helping-fight-covid-19-times-of-india/",Vsplusonline
2020-04-18 23:02:12+00:00,"Watch: Beyonce sings ‘When You Wish Upon a Star’, extends her thanks to healthcare workers helping fight COVID-19 – Times of India ",News2428678441
2020-04-18 23:02:01+00:00,"#Meet Nadeem Rahman Who's Making #Corona #Testing #Kits for Rs. 500/-, #Result in 15 mins https://youtu.be/xdAgaDEmujc &lt;-Click #COVIDー19 #coronaupdatesindia #MuslimsofIndia #covidindia #ZeeNews #ABPNEWS #IndiaCheckmatesChina #IndiaFightsCorona #AskZee #DilSeThankYou",mubeenahmed1501
2020-04-18 23:01:58+00:00,"Pre-save my new single ""Time Out"" on Spotify: https://distrokid.com/hyperfollow/warfarebeats/time-out-instrumental-2 (powered by @distrokid) #COVID #2020Vision #BeAmazing #Beats #beatsforsale #India #instrumental #freestyle #survivor2020 #MusicBNK48 #piano #YouTuber #Quarantine #Producer #rap #rapper #SpotifyPlaylists",WarfareBeats
2020-04-18 23:00:58+00:00,"How India, the world’s largest democracy is dealing with COVID-19 pandemic; https://bit.ly/3ctd7TX; @IndianDiplomacy; @COVID19pandem; @covid19indiaorg; @IndiainToronto",abajaj033
2020-04-18 23:00:51+00:00,"Covid is mutating, India just found a new mutated version the other day, though I don't think it's mutating as rapidly as the common cold does",KEBrightbill
2020-04-18 23:00:50+00:00,"COVID CRISIS: With closed schools and no playtime, your child’s mental health is screaming for help – Times of India ",techuyharsh
2020-04-18 23:00:13+00:00,New Video on #Youtube we have 3 new uploads for you available now https://www.youtube.com/auzzfm?sub_confirmation=1 #SmallStreamerCommunity #YouTuber #NewVideoAlert #content #video #bit #CryptoNews #FYP #likeforlike #followformore #technology #India #Covid_19 #foryoupage #Futures,NetworkingMoose
2020-04-18 23:00:00+00:00,قرد يستغل حالة الهدوء بسبب الحجر المنزلي في #الهند، ويجلس فوق أحد الأسطح ليلعب بطائرة ورقية وفقاً لفيديو التقطته ضابطة في خدمات الغابات الهندية ونشرته عبر حسابها على #فيسبوك #Coronavirus #India #Covid_19,24Entertain
2020-04-18 23:00:00+00:00," #INTERNACIONAL Prueban vacuna contra lepra para tratar Covid-19 Científicos de la India están probando una vacuna multipropósito que ya ha demostrado su efectividad para tratar la lepra y que mejora la inmunidad, para tratar el Covid-19. ",orpnoticias
2020-04-18 22:59:08+00:00,#India's treatment of #Muslims amidst #COVID pandemic is genocidal-AR Roy. ,KashScientist
2020-04-18 22:58:29+00:00,"@BabitaPhogat ur really representing india? Shame on such sportspersons who creating racism. @Guttajwala well said @BabitaPhogat if you will suffer from covid and ppl blame you for spreading, you will understand, Disease won't come by seeing religion. Stop spreading hate.",Qeerat4
